contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY251204C00699000,SPY,2025-12-04,699.00,call,0.13,0.08,0.08,897,0.09,204,10,22,2025-11-26,0.09780,0.03076,0.00706,-0.04493,0.06989,0.00456
SPY251204P00699000,SPY,2025-12-04,699.00,put,0.00,18.85,17.48,1,20.22,1,0,0,2025-11-26,0.09780,-0.96924,0.00706,0.02931,0.06989,-0.14852
SPY251204C00700000,SPY,2025-12-04,700.00,call,0.06,0.08,0.07,228,0.08,787,856,612,2025-11-26,0.09780,0.02450,0.00584,-0.03711,0.05783,0.00363
SPY251204P00700000,SPY,2025-12-04,700.00,put,0.00,19.85,18.48,1,21.22,1,0,0,2025-11-26,0.09780,-0.97550,0.00584,0.03724,0.05783,-0.14966
SPY251204C00705000,SPY,2025-12-04,705.00,call,0.03,0.04,0.03,715,0.04,737,177,107,2025-11-26,0.09780,0.00695,0.00197,-0.01240,0.01947,0.00103
SPY251204P00705000,SPY,2025-12-04,705.00,put,0.00,24.85,23.48,1,26.22,1,0,0,2025-11-26,0.11731,-0.97973,0.00415,0.03730,0.04927,-0.15139
SPY251204C00710000,SPY,2025-12-04,710.00,call,0.03,0.03,0.02,739,0.03,762,107,301,2025-11-26,0.11731,0.00704,0.00166,-0.01496,0.01971,0.00104
SPY251204P00710000,SPY,2025-12-04,710.00,put,0.00,29.85,28.48,1,31.22,1,0,0,2025-11-26,0.13683,-0.98224,0.00318,0.03648,0.04404,-0.15286
SPY251204C00715000,SPY,2025-12-04,715.00,call,0.02,0.03,0.02,289,0.03,1152,277,1,2025-11-26,0.13683,0.00717,0.00145,-0.01763,0.02002,0.00106
SPY251204P00715000,SPY,2025-12-04,715.00,put,0.00,34.85,33.48,1,36.22,1,0,0,2025-11-26,0.17585,-0.97130,0.00371,0.00136,0.06599,-0.15235
SPY251204C00720000,SPY,2025-12-04,720.00,call,0.03,0.02,0.01,811,0.03,1187,0,11,2025-11-26,0.13683,0.00261,0.00059,-0.00714,0.00813,0.00039
SPY251204P00720000,SPY,2025-12-04,720.00,put,0.00,39.86,38.47,10,41.26,40,0,0,2025-11-26,0.19536,-0.97433,0.00304,0.00123,0.06012,-0.15389
SPY251204C00725000,SPY,2025-12-04,725.00,call,0.02,0.01,0.01,801,0.02,385,0,128,2025-11-26,0.15634,0.00307,0.00059,-0.00940,0.00939,0.00045
SPY251204P00725000,SPY,2025-12-04,725.00,put,0.00,44.86,43.47,10,46.26,50,0,0,2025-11-26,0.21487,-0.97651,0.00257,0.00038,0.05581,-0.15531
SPY251204C00730000,SPY,2025-12-04,730.00,call,0.03,0.01,0.01,791,0.02,802,0,15,2025-11-26,0.15634,0.00119,0.00025,-0.00398,0.00398,0.00018
SPY251204P00730000,SPY,2025-12-04,730.00,put,0.00,49.86,48.47,10,51.26,40,0,0,2025-11-26,0.23438,-0.97812,0.00221,-0.00103,0.05256,-0.15665
SPY251204C00735000,SPY,2025-12-04,735.00,call,0.02,0.01,0.01,781,0.02,1022,0,3,2025-11-26,0.17585,0.00154,0.00028,-0.00563,0.00502,0.00023
SPY251204P00735000,SPY,2025-12-04,735.00,put,0.00,54.86,53.47,10,56.26,40,0,0,2025-11-26,0.25390,-0.97934,0.00195,-0.00288,0.05008,-0.15792
SPY251204C00740000,SPY,2025-12-04,740.00,call,0.02,0.01,0.01,770,0.02,851,0,3,2025-11-26,0.19536,0.00189,0.00031,-0.00753,0.00606,0.00028
SPY251204P00740000,SPY,2025-12-04,740.00,put,0.00,59.86,58.47,10,61.26,50,0,0,2025-11-26,0.27341,-0.98027,0.00174,-0.00510,0.04816,-0.15916
SPY251204C00745000,SPY,2025-12-04,745.00,call,0.02,0.01,0.01,760,0.02,875,0,126,2025-11-26,0.21487,0.00224,0.00033,-0.00966,0.00708,0.00033
SPY251204P00745000,SPY,2025-12-04,745.00,put,0.00,64.87,63.47,10,66.26,50,0,0,2025-11-26,0.29292,-0.98099,0.00157,-0.00764,0.04666,-0.16036
SPY251204C00750000,SPY,2025-12-04,750.00,call,0.00,0.01,0.01,750,0.02,897,0,0,2025-11-26,0.21487,0.00114,0.00018,-0.00519,0.00381,0.00017
SPY251204P00750000,SPY,2025-12-04,750.00,put,0.00,69.87,68.47,10,71.26,40,0,0,2025-11-26,0.31243,-0.98155,0.00144,-0.01047,0.04548,-0.16154
SPY251204C00755000,SPY,2025-12-04,755.00,call,0.00,0.01,0.01,289,0.02,914,0,0,2025-11-26,0.23438,0.00141,0.00020,-0.00690,0.00464,0.00021
SPY251204P00755000,SPY,2025-12-04,755.00,put,0.00,74.87,73.47,10,76.26,40,0,0,2025-11-26,0.33194,-0.98199,0.00133,-0.01355,0.04457,-0.16270
SPY251204C00760000,SPY,2025-12-04,760.00,call,0.00,0.01,0.01,289,0.02,930,0,0,2025-11-26,0.25390,0.00169,0.00021,-0.00883,0.00549,0.00025
SPY251204P00760000,SPY,2025-12-04,760.00,put,0.00,79.87,78.47,10,81.26,40,0,0,2025-11-26,0.35146,-0.98233,0.00123,-0.01687,0.04386,-0.16385
SPY251204C00765000,SPY,2025-12-04,765.00,call,0.00,0.01,0.01,187,0.02,944,0,0,2025-11-26,0.25390,0.00095,0.00013,-0.00521,0.00324,0.00014
SPY251204P00765000,SPY,2025-12-04,765.00,put,0.00,84.87,83.48,10,86.26,40,0,0,2025-11-26,0.37097,-0.98258,0.00115,-0.02041,0.04331,-0.16498
SPY251204C00770000,SPY,2025-12-04,770.00,call,0.00,0.01,0.01,187,0.02,1295,0,0,2025-11-26,0.27341,0.00118,0.00014,-0.00681,0.00394,0.00017
SPY251204P00770000,SPY,2025-12-04,770.00,put,0.00,89.87,88.47,10,91.26,40,0,0,2025-11-26,0.39048,-0.98277,0.00109,-0.02416,0.04291,-0.16611
SPY251204C00775000,SPY,2025-12-04,775.00,call,0.01,0.01,0.01,173,0.02,1211,100,0,2025-11-26,0.29292,0.00142,0.00016,-0.00864,0.00466,0.00021
SPY251204P00775000,SPY,2025-12-04,775.00,put,0.00,94.87,93.47,10,96.26,40,0,0,2025-11-26,0.39048,-0.98701,0.00085,-0.00074,0.03365,-0.16782
SPY251204C00780000,SPY,2025-12-04,780.00,call,0.00,0.01,0.01,130,0.02,1220,0,0,2025-11-26,0.29292,0.00086,0.00010,-0.00549,0.00296,0.00013
SPY251204P00780000,SPY,2025-12-04,780.00,put,0.00,99.87,98.48,10,101.26,40,0,0,2025-11-26,0.40999,-0.98692,0.00082,-0.00486,0.03387,-0.16891
SPY251204C00785000,SPY,2025-12-04,785.00,call,0.00,0.01,0.01,130,0.02,995,0,0,2025-11-26,0.31243,0.00106,0.00011,-0.00705,0.00357,0.00016
SPY251204P00785000,SPY,2025-12-04,785.00,put,0.00,104.87,103.47,10,106.26,40,0,0,2025-11-26,0.42950,-0.98681,0.00078,-0.00915,0.03412,-0.16999
SPY251204C00790000,SPY,2025-12-04,790.00,call,0.00,0.01,0.00,0,0.02,1008,0,0,2025-11-26,0.33194,0.00127,0.00013,-0.00883,0.00421,0.00019
SPY251204P00790000,SPY,2025-12-04,790.00,put,0.00,109.87,108.47,10,111.26,40,0,0,2025-11-26,0.44901,-0.98668,0.00076,-0.01360,0.03441,-0.17106
SPY251204C00795000,SPY,2025-12-04,795.00,call,0.00,0.01,0.00,0,0.01,184,0,0,2025-11-26,0.33194,0.00082,0.00008,-0.00594,0.00284,0.00012
SPY251204P00795000,SPY,2025-12-04,795.00,put,0.00,114.87,113.47,10,116.26,40,0,0,2025-11-26,0.46853,-0.98653,0.00073,-0.01821,0.03473,-0.17214
SPY251204C00800000,SPY,2025-12-04,800.00,call,0.01,0.01,0.00,0,0.01,298,0,1,2025-11-26,0.35146,0.00100,0.00010,-0.00752,0.00339,0.00015
SPY251204P00800000,SPY,2025-12-04,800.00,put,0.00,119.87,118.48,10,121.26,40,0,0,2025-11-26,0.48804,-0.98638,0.00071,-0.02298,0.03508,-0.17321
SPY251205C00500000,SPY,2025-12-05,500.00,call,181.45,180.75,179.35,10,182.14,10,15,76,2025-11-26,0.93681,0.98489,0.00038,-0.26367,0.04068,0.12050
SPY251205P00500000,SPY,2025-12-05,500.00,put,0.01,0.01,0.01,287,0.02,2000,485,203084,2025-11-26,0.60511,-0.00050,0.00003,-0.00638,0.00191,-0.00009
SPY251205C00505000,SPY,2025-12-05,505.00,call,165.50,175.75,174.36,10,177.14,10,0,4,2025-11-26,0.91729,0.98386,0.00041,-0.27169,0.04303,0.12155
SPY251205P00505000,SPY,2025-12-05,505.00,put,0.02,0.01,0.01,330,0.02,2012,465,1099,2025-11-26,0.58560,-0.00051,0.00003,-0.00621,0.00192,-0.00009
SPY251205C00510000,SPY,2025-12-05,510.00,call,166.08,170.76,169.37,8,172.15,10,0,2,2025-11-26,0.89778,0.98277,0.00045,-0.27990,0.04552,0.12259
SPY251205P00510000,SPY,2025-12-05,510.00,put,0.02,0.01,0.01,445,0.02,1815,104,666,2025-11-26,0.56608,-0.00051,0.00003,-0.00601,0.00192,-0.00009
SPY251205C00515000,SPY,2025-12-05,515.00,call,149.16,165.77,164.38,1,167.16,10,0,2,2025-11-26,0.85876,0.98350,0.00045,-0.26271,0.04386,0.12396
SPY251205P00515000,SPY,2025-12-05,515.00,put,0.01,0.01,0.01,1551,0.02,1417,266,5787,2025-11-26,0.54657,-0.00051,0.00003,-0.00579,0.00192,-0.00009
SPY251205C00520000,SPY,2025-12-05,520.00,call,147.53,160.77,159.38,10,162.17,10,0,19,2025-11-26,0.83925,0.98236,0.00049,-0.27038,0.04643,0.12499
SPY251205P00520000,SPY,2025-12-05,520.00,put,0.02,0.01,0.01,1833,0.02,1169,3813,2625,2025-11-26,0.54657,-0.00075,0.00004,-0.00833,0.00276,-0.00013
SPY251205C00525000,SPY,2025-12-05,525.00,call,151.08,155.78,154.39,2,157.17,10,0,3,2025-11-26,0.81974,0.98114,0.00053,-0.27822,0.04916,0.12601
SPY251205P00525000,SPY,2025-12-05,525.00,put,0.01,0.01,0.01,1551,0.02,398,4249,563,2025-11-26,0.52706,-0.00075,0.00005,-0.00806,0.00277,-0.00013
SPY251205C00530000,SPY,2025-12-05,530.00,call,153.64,150.79,149.40,10,152.18,10,0,2,2025-11-26,0.78071,0.98205,0.00053,-0.25934,0.04713,0.12741
SPY251205P00530000,SPY,2025-12-05,530.00,put,0.03,0.02,0.01,990,0.03,2019,2607,717,2025-11-26,0.52706,-0.00111,0.00007,-0.01152,0.00396,-0.00019
SPY251205C00535000,SPY,2025-12-05,535.00,call,139.25,145.81,144.42,3,147.19,10,0,16,2025-11-26,0.76120,0.98079,0.00058,-0.26659,0.04995,0.12843
SPY251205P00535000,SPY,2025-12-05,535.00,put,0.03,0.03,0.02,222,0.03,2104,80,684,2025-11-26,0.52706,-0.00161,0.00009,-0.01619,0.00557,-0.00028
SPY251205C00540000,SPY,2025-12-05,540.00,call,141.61,140.81,139.43,3,142.20,10,1,3,2025-11-26,0.74169,0.97941,0.00063,-0.27403,0.05296,0.12942
SPY251205P00540000,SPY,2025-12-05,540.00,put,0.03,0.03,0.02,629,0.03,1420,487,744,2025-11-26,0.50755,-0.00165,0.00010,-0.01589,0.00568,-0.00028
SPY251205C00545000,SPY,2025-12-05,545.00,call,120.90,135.81,134.42,10,137.21,10,0,15,2025-11-26,0.72218,0.97792,0.00068,-0.28167,0.05619,0.13039
SPY251205P00545000,SPY,2025-12-05,545.00,put,0.03,0.03,0.02,1694,0.03,400,405,202527,2025-11-26,0.48804,-0.00168,0.00010,-0.01555,0.00578,-0.00029
SPY251205C00550000,SPY,2025-12-05,550.00,call,130.59,130.82,129.43,10,132.22,10,3,21,2025-11-26,0.68315,0.97913,0.00069,-0.26020,0.05358,0.13184
SPY251205P00550000,SPY,2025-12-05,550.00,put,0.03,0.03,0.02,1987,0.03,182,112,209527,2025-11-26,0.46853,-0.00171,0.00011,-0.01514,0.00587,-0.00029
SPY251205C00555000,SPY,2025-12-05,555.00,call,115.64,125.84,124.44,15,127.23,10,0,3,2025-11-26,0.66364,0.97757,0.00075,-0.26719,0.05694,0.13281
SPY251205P00555000,SPY,2025-12-05,555.00,put,0.04,0.04,0.03,202,0.04,1729,39,1136,2025-11-26,0.46853,-0.00252,0.00016,-0.02154,0.00835,-0.00043
SPY251205C00560000,SPY,2025-12-05,560.00,call,119.55,120.84,119.45,10,122.24,10,10,30,2025-11-26,0.64413,0.97586,0.00083,-0.27440,0.06057,0.13375
SPY251205P00560000,SPY,2025-12-05,560.00,put,0.05,0.04,0.03,1038,0.04,836,97,2113,2025-11-26,0.44901,-0.00259,0.00017,-0.02113,0.00855,-0.00044
SPY251205C00565000,SPY,2025-12-05,565.00,call,110.74,115.85,114.46,3,117.24,10,0,25,2025-11-26,0.62462,0.97399,0.00091,-0.28184,0.06449,0.13465
SPY251205P00565000,SPY,2025-12-05,565.00,put,0.05,0.04,0.03,1920,0.04,358,14,976,2025-11-26,0.42950,-0.00265,0.00018,-0.02065,0.00874,-0.00045
SPY251205C00570000,SPY,2025-12-05,570.00,call,85.62,110.87,109.47,2,112.26,10,0,4,2025-11-26,0.58560,0.97559,0.00092,-0.25759,0.06113,0.13618
SPY251205P00570000,SPY,2025-12-05,570.00,put,0.05,0.04,0.04,169,0.05,1216,21,2328,2025-11-26,0.40999,-0.00271,0.00019,-0.02011,0.00892,-0.00046
SPY251205C00575000,SPY,2025-12-05,575.00,call,105.77,105.88,104.48,10,107.27,10,1,8,2025-11-26,0.56608,0.97361,0.00101,-0.26434,0.06526,0.13707
SPY251205P00575000,SPY,2025-12-05,575.00,put,0.05,0.04,0.04,557,0.05,498,164,2171,2025-11-26,0.39048,-0.00277,0.00020,-0.01950,0.00908,-0.00047
SPY251205C00580000,SPY,2025-12-05,580.00,call,88.54,100.88,99.49,10,102.28,10,0,38,2025-11-26,0.54657,0.97141,0.00112,-0.27134,0.06978,0.13792
SPY251205P00580000,SPY,2025-12-05,580.00,put,0.05,0.04,0.04,1743,0.05,91,53,4927,2025-11-26,0.37097,-0.00282,0.00022,-0.01882,0.00923,-0.00048
SPY251205C00585000,SPY,2025-12-05,585.00,call,77.49,95.90,94.50,10,97.29,10,0,11,2025-11-26,0.52706,0.96894,0.00124,-0.27864,0.07473,0.13873
SPY251205P00585000,SPY,2025-12-05,585.00,put,0.06,0.06,0.05,371,0.06,702,115,4260,2025-11-26,0.37097,-0.00439,0.00032,-0.02798,0.01373,-0.00075
SPY251205C00590000,SPY,2025-12-05,590.00,call,91.14,90.91,89.52,5,92.30,10,1,10,2025-11-26,0.48804,0.97110,0.00127,-0.25139,0.07040,0.14035
SPY251205P00590000,SPY,2025-12-05,590.00,put,0.06,0.07,0.06,54,0.07,2115,88,104799,2025-11-26,0.37097,-0.00667,0.00047,-0.04057,0.01993,-0.00114
SPY251205C00595000,SPY,2025-12-05,595.00,call,84.04,85.92,84.53,10,87.31,10,1,46,2025-11-26,0.46853,0.96844,0.00142,-0.25795,0.07573,0.14113
SPY251205P00595000,SPY,2025-12-05,595.00,put,0.07,0.07,0.06,1300,0.07,361,176,3008,2025-11-26,0.35146,-0.00703,0.00052,-0.04022,0.02086,-0.00120
SPY251205C00600000,SPY,2025-12-05,600.00,call,82.06,80.94,79.54,10,82.33,10,3,42,2025-11-26,0.44901,0.96542,0.00160,-0.26486,0.08166,0.14184
SPY251205P00600000,SPY,2025-12-05,600.00,put,0.08,0.08,0.07,347,0.08,381,608,105121,2025-11-26,0.33194,-0.00741,0.00058,-0.03979,0.02187,-0.00126
SPY251205C00605000,SPY,2025-12-05,605.00,call,76.95,75.95,74.56,10,77.34,10,53,67,2025-11-26,0.42950,0.96194,0.00181,-0.27216,0.08832,0.14248
SPY251205P00605000,SPY,2025-12-05,605.00,put,0.09,0.08,0.08,359,0.09,405,124,1439,2025-11-26,0.31243,-0.00784,0.00065,-0.03930,0.02297,-0.00133
SPY251205C00610000,SPY,2025-12-05,610.00,call,72.20,70.58,70.04,15,71.12,15,13,212,2025-11-26,0.35146,0.97751,0.00143,-0.17455,0.05707,0.14642
SPY251205P00610000,SPY,2025-12-05,610.00,put,0.10,0.10,0.09,367,0.10,379,161,1575,2025-11-26,0.29292,-0.00830,0.00072,-0.03872,0.02417,-0.00141
SPY251205C00615000,SPY,2025-12-05,615.00,call,63.57,65.99,64.59,30,67.39,10,3,35,2025-11-26,0.37097,0.96098,0.00213,-0.24817,0.09013,0.14480
SPY251205P00615000,SPY,2025-12-05,615.00,put,0.12,0.11,0.10,1737,0.11,335,737,2917,2025-11-26,0.27341,-0.00882,0.00082,-0.03808,0.02549,-0.00150
SPY251205C00620000,SPY,2025-12-05,620.00,call,62.05,60.62,60.08,65,61.16,15,3,274,2025-11-26,0.31243,0.97240,0.00190,-0.18142,0.06776,0.14802
SPY251205P00620000,SPY,2025-12-05,620.00,put,0.13,0.12,0.12,192,0.13,353,499,4544,2025-11-26,0.27341,-0.01447,0.00126,-0.05845,0.03918,-0.00246
SPY251205C00625000,SPY,2025-12-05,625.00,call,57.36,56.03,54.64,10,57.43,10,4,42,2025-11-26,0.33194,0.95088,0.00287,-0.26288,0.10852,0.14555
SPY251205P00625000,SPY,2025-12-05,625.00,put,0.14,0.15,0.14,198,0.15,443,616,5350,2025-11-26,0.25390,-0.01587,0.00147,-0.05868,0.04243,-0.00270
SPY251205C00630000,SPY,2025-12-05,630.00,call,52.20,51.08,50.92,15,51.24,15,10,1056,2025-11-26,0.31243,0.94421,0.00337,-0.27119,0.12007,0.14565
SPY251205P00630000,SPY,2025-12-05,630.00,put,0.17,0.17,0.16,1926,0.17,11,2452,11096,2025-11-26,0.23438,-0.01757,0.00173,-0.05899,0.04629,-0.00298
SPY251205C00635000,SPY,2025-12-05,635.00,call,46.85,46.11,44.72,20,47.51,10,15,79,2025-11-26,0.29292,0.93601,0.00401,-0.28028,0.13369,0.14548
SPY251205P00635000,SPY,2025-12-05,635.00,put,0.21,0.21,0.20,520,0.21,336,13872,15135,2025-11-26,0.21487,-0.01968,0.00208,-0.05940,0.05096,-0.00334
SPY251205C00640000,SPY,2025-12-05,640.00,call,41.20,41.17,41.01,15,41.33,15,6060,7620,2025-11-26,0.27341,0.92575,0.00481,-0.29022,0.14992,0.14497
SPY251205P00640000,SPY,2025-12-05,640.00,put,0.25,0.26,0.25,469,0.26,336,7863,12851,2025-11-26,0.21487,-0.03377,0.00327,-0.09313,0.08008,-0.00574
SPY251205C00641000,SPY,2025-12-05,641.00,call,25.08,40.19,38.79,11,41.58,10,0,16,2025-11-26,0.25390,0.93493,0.00468,-0.25432,0.13543,0.14681
SPY251205P00641000,SPY,2025-12-05,641.00,put,0.26,0.27,0.26,457,0.27,89,593,4918,2025-11-26,0.21487,-0.03739,0.00356,-0.10119,0.08706,-0.00635
SPY251205C00642000,SPY,2025-12-05,642.00,call,40.53,39.20,37.81,1,40.59,10,2,20,2025-11-26,0.25390,0.92982,0.00496,-0.26554,0.14358,0.14618
SPY251205P00642000,SPY,2025-12-05,642.00,put,0.28,0.29,0.28,11,0.29,886,320,2142,2025-11-26,0.19536,-0.02834,0.00311,-0.07312,0.06928,-0.00481
SPY251205C00643000,SPY,2025-12-05,643.00,call,36.90,38.22,36.86,1,39.57,1,2,21,2025-11-26,0.25390,0.92442,0.00525,-0.27709,0.15197,0.14550
SPY251205P00643000,SPY,2025-12-05,643.00,put,0.30,0.29,0.29,326,0.30,333,1054,2387,2025-11-26,0.19536,-0.03180,0.00342,-0.08039,0.07621,-0.00539
SPY251205C00644000,SPY,2025-12-05,644.00,call,28.27,37.23,35.88,1,38.59,1,0,43,2025-11-26,0.25390,0.91871,0.00555,-0.28894,0.16060,0.14477
SPY251205P00644000,SPY,2025-12-05,644.00,put,0.31,0.32,0.31,11,0.32,818,1224,685,2025-11-26,0.19536,-0.03559,0.00376,-0.08814,0.08361,-0.00604
SPY251205C00645000,SPY,2025-12-05,645.00,call,36.50,35.78,35.15,16,36.41,15,57,195,2025-11-26,0.21487,0.94491,0.00486,-0.20637,0.11888,0.14952
SPY251205P00645000,SPY,2025-12-05,645.00,put,0.32,0.33,0.32,466,0.33,11,1621,6422,2025-11-26,0.19536,-0.03974,0.00411,-0.09638,0.09148,-0.00674
SPY251205C00646000,SPY,2025-12-05,646.00,call,35.52,35.27,33.91,1,36.62,1,2,28,2025-11-26,0.23438,0.92296,0.00578,-0.26373,0.15420,0.14601
SPY251205P00646000,SPY,2025-12-05,646.00,put,0.34,0.34,0.34,317,0.35,151,456,1949,2025-11-26,0.19536,-0.04426,0.00449,-0.10511,0.09983,-0.00751
SPY251205C00647000,SPY,2025-12-05,647.00,call,21.40,34.28,32.93,1,35.64,1,0,32,2025-11-26,0.23438,0.91670,0.00613,-0.27558,0.16357,0.14518
SPY251205P00647000,SPY,2025-12-05,647.00,put,0.36,0.36,0.36,313,0.37,153,530,1178,2025-11-26,0.19536,-0.04919,0.00488,-0.11431,0.10864,-0.00835
SPY251205C00648000,SPY,2025-12-05,648.00,call,32.05,33.31,31.96,1,34.67,1,2,13,2025-11-26,0.23438,0.91008,0.00649,-0.28773,0.17320,0.14430
SPY251205P00648000,SPY,2025-12-05,648.00,put,0.39,0.39,0.38,317,0.39,83,425,1163,2025-11-26,0.19536,-0.05453,0.00530,-0.12399,0.11792,-0.00926
SPY251205C00649000,SPY,2025-12-05,649.00,call,32.81,32.31,32.16,15,32.47,15,1,285,2025-11-26,0.23438,0.90309,0.00686,-0.30015,0.18305,0.14335
SPY251205P00649000,SPY,2025-12-05,649.00,put,0.41,0.41,0.40,508,0.42,654,217,1172,2025-11-26,0.17585,-0.04261,0.00483,-0.09146,0.09680,-0.00722
SPY251205C00650000,SPY,2025-12-05,650.00,call,31.25,31.34,31.19,15,31.49,15,85,8311,2025-11-26,0.21487,0.91443,0.00682,-0.26200,0.16692,0.14555
SPY251205P00650000,SPY,2025-12-05,650.00,put,0.43,0.43,0.43,230,0.44,123,6203,16171,2025-11-26,0.17585,-0.04791,0.00531,-0.10043,0.10639,-0.00812
SPY251205C00651000,SPY,2025-12-05,651.00,call,31.49,30.41,30.22,15,30.60,15,4,181,2025-11-26,0.21487,0.90708,0.00725,-0.27417,0.17747,0.14455
SPY251205P00651000,SPY,2025-12-05,651.00,put,0.46,0.46,0.46,74,0.47,325,576,1633,2025-11-26,0.17585,-0.05373,0.00582,-0.10993,0.11655,-0.00911
SPY251205C00652000,SPY,2025-12-05,652.00,call,29.88,29.48,29.25,65,29.70,15,5,372,2025-11-26,0.21487,0.89928,0.00769,-0.28661,0.18828,0.14346
SPY251205P00652000,SPY,2025-12-05,652.00,put,0.50,0.49,0.49,74,0.50,322,472,848,2025-11-26,0.17585,-0.06007,0.00635,-0.11993,0.12726,-0.01019
SPY251205C00653000,SPY,2025-12-05,653.00,call,29.54,28.51,28.26,15,28.76,15,9,371,2025-11-26,0.21487,0.89104,0.00814,-0.29929,0.19933,0.14230
SPY251205P00653000,SPY,2025-12-05,653.00,put,0.51,0.53,0.52,230,0.53,87,265,1583,2025-11-26,0.17585,-0.06698,0.00691,-0.13042,0.13851,-0.01136
SPY251205C00654000,SPY,2025-12-05,654.00,call,25.50,27.48,27.32,15,27.64,16,1,448,2025-11-26,0.21487,0.88233,0.00860,-0.31217,0.21056,0.14105
SPY251205P00654000,SPY,2025-12-05,654.00,put,0.54,0.56,0.55,434,0.57,392,710,1623,2025-11-26,0.17585,-0.07448,0.00750,-0.14136,0.15027,-0.01264
SPY251205C00655000,SPY,2025-12-05,655.00,call,26.52,26.52,26.37,16,26.68,16,39,722,2025-11-26,0.19536,0.89475,0.00874,-0.27283,0.19440,0.14345
SPY251205P00655000,SPY,2025-12-05,655.00,put,0.60,0.60,0.59,312,0.61,390,2509,5132,2025-11-26,0.17585,-0.08258,0.00811,-0.15273,0.16252,-0.01402
SPY251205C00656000,SPY,2025-12-05,656.00,call,26.75,25.55,25.40,66,25.71,16,8,449,2025-11-26,0.19536,0.88541,0.00929,-0.28553,0.20663,0.14210
SPY251205P00656000,SPY,2025-12-05,656.00,put,0.58,0.64,0.63,445,0.65,307,234,1042,2025-11-26,0.15634,-0.06736,0.00781,-0.11591,0.13912,-0.01141
SPY251205C00657000,SPY,2025-12-05,657.00,call,25.87,24.60,24.43,66,24.77,16,16,761,2025-11-26,0.19536,0.87551,0.00984,-0.29841,0.21908,0.14066
SPY251205P00657000,SPY,2025-12-05,657.00,put,0.73,0.69,0.68,211,0.70,218,1962,1443,2025-11-26,0.15634,-0.07583,0.00856,-0.12678,0.15235,-0.01285
SPY251205C00658000,SPY,2025-12-05,658.00,call,23.85,23.65,23.48,16,23.82,16,12,424,2025-11-26,0.19536,0.86504,0.01041,-0.31143,0.23168,0.13912
SPY251205P00658000,SPY,2025-12-05,658.00,put,0.75,0.74,0.73,212,0.75,212,6468,6880,2025-11-26,0.15634,-0.08507,0.00933,-0.13812,0.16618,-0.01442
SPY251205C00659000,SPY,2025-12-05,659.00,call,22.91,22.71,22.54,66,22.88,16,20,849,2025-11-26,0.19536,0.85400,0.01098,-0.32451,0.24438,0.13748
SPY251205P00659000,SPY,2025-12-05,659.00,put,0.79,0.80,0.79,102,0.81,218,302,4755,2025-11-26,0.15634,-0.09512,0.01014,-0.14987,0.18056,-0.01613
SPY251205C00660000,SPY,2025-12-05,660.00,call,22.06,21.79,21.63,28,21.95,27,1355,2546,2025-11-26,0.17585,0.86704,0.01145,-0.28437,0.22931,0.13999
SPY251205P00660000,SPY,2025-12-05,660.00,put,0.87,0.86,0.85,201,0.87,210,7025,8286,2025-11-26,0.15634,-0.10599,0.01097,-0.16196,0.19540,-0.01798
SPY251205C00661000,SPY,2025-12-05,661.00,call,21.79,20.87,20.70,28,21.03,27,18,422,2025-11-26,0.17585,0.85490,0.01215,-0.29732,0.24337,0.13816
SPY251205P00661000,SPY,2025-12-05,661.00,put,0.92,0.93,0.91,218,0.94,520,2823,2701,2025-11-26,0.15634,-0.11772,0.01183,-0.17433,0.21063,-0.01997
SPY251205C00662000,SPY,2025-12-05,662.00,call,20.00,19.94,19.77,29,20.10,28,47,1394,2025-11-26,0.17585,0.84206,0.01285,-0.31028,0.25749,0.13622
SPY251205P00662000,SPY,2025-12-05,662.00,put,1.00,1.00,0.99,101,1.01,211,2966,1571,2025-11-26,0.15634,-0.13032,0.01270,-0.18690,0.22617,-0.02211
SPY251205C00663000,SPY,2025-12-05,663.00,call,18.92,19.02,18.86,29,19.19,28,49,809,2025-11-26,0.17585,0.82851,0.01356,-0.32317,0.27160,0.13415
SPY251205P00663000,SPY,2025-12-05,663.00,put,1.06,1.08,1.07,101,1.09,207,2404,1630,2025-11-26,0.15634,-0.14381,0.01358,-0.19958,0.24191,-0.02441
SPY251205C00664000,SPY,2025-12-05,664.00,call,18.25,18.09,17.95,29,18.24,17,72,855,2025-11-26,0.17585,0.81426,0.01426,-0.33590,0.28560,0.13196
SPY251205P00664000,SPY,2025-12-05,664.00,put,1.15,1.17,1.16,70,1.18,206,1394,1988,2025-11-26,0.15634,-0.15818,0.01447,-0.21228,0.25774,-0.02685
SPY251205C00665000,SPY,2025-12-05,665.00,call,17.18,17.21,17.08,29,17.34,28,265,3308,2025-11-26,0.17585,0.79932,0.01495,-0.34840,0.29941,0.12966
SPY251205P00665000,SPY,2025-12-05,665.00,put,1.26,1.27,1.25,209,1.28,210,9977,8674,2025-11-26,0.13683,-0.14196,0.01539,-0.17192,0.23981,-0.02406
SPY251205C00666000,SPY,2025-12-05,666.00,call,16.42,16.30,16.15,29,16.46,28,89,1486,2025-11-26,0.15634,0.81043,0.01624,-0.30805,0.28922,0.13186
